Country	Income Group	Value	Area (Inputs FertilizersProduct E All Data (Normalized).csv)	Area Code (ISO2) (Inputs FertilizersProduct E All Data (Normalized).csv)	Element (Inputs FertilizersProduct E All Data (Normalized).csv)	Element Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Item (Inputs FertilizersProduct E All Data (Normalized).csv)	Item Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Unit (Inputs FertilizersProduct E All Data (Normalized).csv)	Year (Inputs FertilizersProduct E All Data (Normalized).csv)	Year Code (Inputs FertilizersProduct E All Data (Normalized).csv)
Uruguay	High-income economies	15	Uruguay	UY	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2002	2002
Zambia	Lower-middle-income economies	79	Zambia	ZM	Agricultural Use	5157	Other NP compounds	4024	tonnes	2010	2010
Panama	High-income economies	151	Panama	PA	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2003	2003
Slovenia	High-income economies	4978	Slovenia	SI	Agricultural Use	5157	PK compounds	4027	tonnes	2006	2006
Azerbaijan	Upper-middle-income economies	5	Azerbaijan	AZ	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Uganda	Low income economies	9051	Uganda	UG	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Guatemala	Upper-middle-income economies	152195	Guatemala	GT	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Ecuador	Upper-middle-income economies	83772	Ecuador	EC	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2002	2002
Italy	High-income economies	292966	Italy	IT	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
Poland	High-income economies	107302	Poland	PL	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2011	2011
Malawi	Low income economies	120967	Malawi	MW	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Angola	Lower-middle-income economies	241.84	Angola	AO	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2011	2011
Morocco	Lower-middle-income economies	24000	Morocco	MA	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2007	2007
Mozambique	Low income economies	5392	Mozambique	MZ	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Madagascar	Low income economies	1721	Madagascar	MG	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Mauritius	Upper-middle-income economies	192	Mauritius	MU	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2016	2016
Azerbaijan	Upper-middle-income economies	8980	Azerbaijan	AZ	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2005	2005
Myanmar	Lower-middle-income economies	5804	Myanmar	MM	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2003	2003
Ghana	Lower-middle-income economies	1000	Ghana	GH	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2005	2005
Ghana	Lower-middle-income economies	1000	Ghana	GH	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
United States of America	High-income economies	3038459	United States of America	US	Agricultural Use	5157	Other NP compounds	4024	tonnes	2013	2013
North Macedonia	Upper-middle-income economies	21722	North Macedonia	MK	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Greece	High-income economies	12396	Greece	GR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2005	2005
Oman	High-income economies	1000	Oman	OM	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2014	2014
Hungary	High-income economies	140	Hungary	HU	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2012	2012
Nicaragua	Lower-middle-income economies	11.05	Nicaragua	NI	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2010	2010
Indonesia	Lower-middle-income economies	5131287	Indonesia	ID	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Zambia	Lower-middle-income economies	49260	Zambia	ZM	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2008	2008
Slovakia	High-income economies	242	Slovakia	SK	Agricultural Use	5157	PK compounds	4027	tonnes	2013	2013
Mozambique	Low income economies	3520	Mozambique	MZ	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Austria	High-income economies	3368	Austria	AT	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Brazil	Upper-middle-income economies	285117	Brazil	BR	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Chile	High-income economies	3112	Chile	CL	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2014	2014
Poland	High-income economies	1320486	Poland	PL	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
Ireland	High-income economies	156521	Ireland	IE	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2016	2016
Venezuela (Bolivarian Republic of)	Upper-middle-income economies	411265	Venezuela (Bolivarian Republic of)	VE	Agricultural Use	5157	Urea	4001	tonnes	2012	2012
Slovenia	High-income economies	1083	Slovenia	SI	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2012	2012
Sweden	High-income economies	2806	Sweden	SE	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2012	2012
United States of America	High-income economies	3531865	United States of America	US	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2014	2014
Azerbaijan	Upper-middle-income economies	178	Azerbaijan	AZ	Agricultural Use	5157	Urea	4001	tonnes	2005	2005
Bangladesh	Lower-middle-income economies	381630	Bangladesh	BD	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2002	2002
Ireland	High-income economies	2275	Ireland	IE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2013	2013
Ireland	High-income economies	95816	Ireland	IE	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Brazil	Upper-middle-income economies	341533	Brazil	BR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2012	2012
Costa Rica	Upper-middle-income economies	1347	Costa Rica	CR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2007	2007
Sri Lanka	Lower-middle-income economies	420426	Sri Lanka	LK	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Fiji	Upper-middle-income economies	27	Fiji	FJ	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Angola	Lower-middle-income economies	152	Angola	AO	Agricultural Use	5157	PK compounds	4027	tonnes	2009	2009
Viet Nam	Lower-middle-income economies	1500	Viet Nam	VN	Agricultural Use	5157	Other NP compounds	4024	tonnes	2005	2005
United States of America	High-income economies	6510874.74	United States of America	US	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2018	2018
Peru	Upper-middle-income economies	2380	Peru	PE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2004	2004
Barbados	High-income economies	28	Barbados	BB	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Ghana	Lower-middle-income economies	299	Ghana	GH	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2013	2013
Slovenia	High-income economies	2781	Slovenia	SI	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2007	2007
Turkey	Upper-middle-income economies	2	Turkey	TR	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2003	2003
Dominican Republic	Upper-middle-income economies	4795	Dominican Republic	DO	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2013	2013
Mauritius	Upper-middle-income economies	11561	Mauritius	MU	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Colombia	Upper-middle-income economies	55568.37	Colombia	CO	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2018	2018
Mexico	Upper-middle-income economies	455558	Mexico	MX	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2013	2013
Mexico	Upper-middle-income economies	68732	Mexico	MX	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
France	High-income economies	336736	France	FR	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2014	2014
Rwanda	Low income economies	20	Rwanda	RW	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2006	2006
Ireland	High-income economies	214405	Ireland	IE	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Uruguay	High-income economies	106139	Uruguay	UY	Agricultural Use	5157	Other NP compounds	4024	tonnes	2014	2014
Ukraine	Lower-middle-income economies	36016	Ukraine	UA	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2011	2011
Latvia	High-income economies	99598	Latvia	LV	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2002	2002
Kenya	Lower-middle-income economies	8178	Kenya	KE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2007	2007
Australia	High-income economies	45524	Australia	AU	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2014	2014
Sri Lanka	Lower-middle-income economies	297	Sri Lanka	LK	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2006	2006
United States of America	High-income economies	2502775.47	United States of America	US	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2015	2015
Brazil	Upper-middle-income economies	112976	Brazil	BR	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2008	2008
Lebanon	Upper-middle-income economies	1026	Lebanon	LB	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2002	2002
Mozambique	Low income economies	22	Mozambique	MZ	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2005	2005
Austria	High-income economies	14000	Austria	AT	Agricultural Use	5157	PK compounds	4027	tonnes	2007	2007
Fiji	Upper-middle-income economies	77	Fiji	FJ	Agricultural Use	5157	PK compounds	4027	tonnes	2003	2003
Congo	Lower-middle-income economies	23	Congo	CG	Agricultural Use	5157	Other NP compounds	4024	tonnes	2007	2007
Hungary	High-income economies	6765	Hungary	HU	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2012	2012
Lebanon	Upper-middle-income economies	10287	Lebanon	LB	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Switzerland	High-income economies	58328	Switzerland	CH	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2008	2008
Hungary	High-income economies	631	Hungary	HU	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2016	2016
Chile	High-income economies	52	Chile	CL	Agricultural Use	5157	Sodium nitrate	4005	tonnes	2016	2016
Mozambique	Low income economies	1	Mozambique	MZ	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2003	2003
United Kingdom of Great Britain and Northern Ireland	High-income economies	110000	United Kingdom of Great Britain and Northern Ireland	GB	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2002	2002
Viet Nam	Lower-middle-income economies	926640.33	Viet Nam	VN	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Algeria	Upper-middle-income economies	10000	Algeria	DZ	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2009	2009
Uruguay	High-income economies	11012	Uruguay	UY	Agricultural Use	5157	Fertilizers n.e.c.	4030	tonnes	2015	2015
Argentina	High-income economies	14719	Argentina	AR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2015	2015
Paraguay	Upper-middle-income economies	425425	Paraguay	PY	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2010	2010
Finland	High-income economies	3096	Finland	FI	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2011	2011
Mozambique	Low income economies	90	Mozambique	MZ	Agricultural Use	5157	Other NP compounds	4024	tonnes	2003	2003
Azerbaijan	Upper-middle-income economies	27	Azerbaijan	AZ	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2005	2005
Czechia	High-income economies	19698	Czechia	CZ	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2017	2017
Republic of Moldova	Lower-middle-income economies	43538	Republic of Moldova	MD	Agricultural Use	5157	Urea	4001	tonnes	2018	2018
Peru	Upper-middle-income economies	104229	Peru	PE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2002	2002
Dominican Republic	Upper-middle-income economies	16315	Dominican Republic	DO	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2014	2014
Spain	High-income economies	14491	Spain	ES	Agricultural Use	5157	PK compounds	4027	tonnes	2003	2003
Greece	High-income economies	13045	Greece	GR	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2008	2008
Panama	High-income economies	22937	Panama	PA	Agricultural Use	5157	Urea	4001	tonnes	2007	2007
Belarus	Upper-middle-income economies	92662	Belarus	BY	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Mexico	Upper-middle-income economies	449503	Mexico	MX	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2003	2003
Sweden	High-income economies	2	Sweden	SE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2016	2016
Tunisia	Lower-middle-income economies	3705.76	Tunisia	TN	Agricultural Use	5157	Urea	4001	tonnes	2016	2016
Chile	High-income economies	44252	Chile	CL	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2013	2013
Greece	High-income economies	32035	Greece	GR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2008	2008
Ireland	High-income economies	486	Ireland	IE	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2016	2016
Guyana	Upper-middle-income economies	38183	Guyana	GY	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Turkey	Upper-middle-income economies	431857	Turkey	TR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2014	2014
Mexico	Upper-middle-income economies	1318771	Mexico	MX	Agricultural Use	5157	Urea	4001	tonnes	2003	2003
Oman	High-income economies	128	Oman	OM	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Switzerland	High-income economies	2541	Switzerland	CH	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2016	2016
India	Lower-middle-income economies	2000	India	IN	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2018	2018
Panama	High-income economies	97	Panama	PA	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Fiji	Upper-middle-income economies	10260	Fiji	FJ	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2002	2002
Congo	Lower-middle-income economies	21	Congo	CG	Agricultural Use	5157	PK compounds	4027	tonnes	2007	2007
Italy	High-income economies	17907	Italy	IT	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
Greece	High-income economies	15749	Greece	GR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
North Macedonia	Upper-middle-income economies	175	North Macedonia	MK	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2006	2006
Denmark	High-income economies	17.7	Denmark	DK	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2017	2017
Brazil	Upper-middle-income economies	3967570	Brazil	BR	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
United States of America	High-income economies	6306708.8	United States of America	US	Agricultural Use	5157	Urea	4001	tonnes	2016	2016
Chile	High-income economies	14255	Chile	CL	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2007	2007
Turkey	Upper-middle-income economies	1005838	Turkey	TR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2007	2007
Thailand	Upper-middle-income economies	27534	Thailand	TH	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2015	2015
Sweden	High-income economies	3550.82	Sweden	SE	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
India	Lower-middle-income economies	2585610	India	IN	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2006	2006
Senegal	Low income economies	46000	Senegal	SN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2014	2014
Niger	Low income economies	2601.8	Niger	NE	Agricultural Use	5157	Urea	4001	tonnes	2008	2008
Bhutan	Lower-middle-income economies	414	Bhutan	BT	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2002	2002
Senegal	Low income economies	13800	Senegal	SN	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2008	2008
Denmark	High-income economies	751	Denmark	DK	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Chile	High-income economies	128973	Chile	CL	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2015	2015
Nepal	Low income economies	1198	Nepal	NP	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2008	2008
United Republic of Tanzania	Low income economies	2638	United Republic of Tanzania	TZ	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2006	2006
"China, Taiwan Province of"	High-income economies	1019	"China, Taiwan Province of"	TW	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2009	2009
Cameroon	Lower-middle-income economies	445	Cameroon	CM	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Brazil	Upper-middle-income economies	724424	Brazil	BR	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2016	2016
Tunisia	Lower-middle-income economies	7560.95	Tunisia	TN	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2013	2013
"China, Taiwan Province of"	High-income economies	122277	"China, Taiwan Province of"	TW	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2013	2013
Côte d'Ivoire	Lower-middle-income economies	6682	C?te d'Ivoire	CI	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2007	2007
Iran (Islamic Republic of)	Upper-middle-income economies	1244861	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2006	2006
Sweden	High-income economies	3541	Sweden	SE	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2013	2013
Paraguay	Upper-middle-income economies	2011	Paraguay	PY	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2004	2004
Colombia	Upper-middle-income economies	156211	Colombia	CO	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2005	2005
Senegal	Low income economies	27	Senegal	SN	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2009	2009
Lithuania	High-income economies	9232	Lithuania	LT	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2008	2008
Cameroon	Lower-middle-income economies	60	Cameroon	CM	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2011	2011
Oman	High-income economies	58	Oman	OM	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Slovenia	High-income economies	230	Slovenia	SI	Agricultural Use	5157	Other NK compounds	4026	tonnes	2013	2013
Slovenia	High-income economies	1305.7	Slovenia	SI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Spain	High-income economies	116176	Spain	ES	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2003	2003
Burundi	Low income economies	460	Burundi	BI	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
Netherlands	High-income economies	60918	Netherlands	NL	Agricultural Use	5157	Urea	4001	tonnes	2016	2016
Ireland	High-income economies	221440	Ireland	IE	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Niger	Low income economies	511	Niger	NE	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2004	2004
Nicaragua	Lower-middle-income economies	40	Nicaragua	NI	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2013	2013
Indonesia	Lower-middle-income economies	4790930	Indonesia	ID	Agricultural Use	5157	Urea	4001	tonnes	2015	2015
Romania	Upper-middle-income economies	3781	Romania	RO	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2010	2010
Slovenia	High-income economies	35.94	Slovenia	SI	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2017	2017
Ireland	High-income economies	105	Ireland	IE	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2014	2014
Costa Rica	Upper-middle-income economies	1102	Costa Rica	CR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2010	2010
India	Lower-middle-income economies	281430	India	IN	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2011	2011
Australia	High-income economies	34782	Australia	AU	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Peru	Upper-middle-income economies	1770	Peru	PE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Ukraine	Lower-middle-income economies	596375	Ukraine	UA	Agricultural Use	5157	Urea	4001	tonnes	2018	2018
Viet Nam	Lower-middle-income economies	154	Viet Nam	VN	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2009	2009
Nicaragua	Lower-middle-income economies	12779	Nicaragua	NI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2005	2005
Tunisia	Lower-middle-income economies	3295.79	Tunisia	TN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2015	2015
Myanmar	Lower-middle-income economies	7997	Myanmar	MM	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2005	2005
Nicaragua	Lower-middle-income economies	15753.39	Nicaragua	NI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2010	2010
Jamaica	Upper-middle-income economies	10499	Jamaica	JM	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2006	2006
Tunisia	Lower-middle-income economies	25	Tunisia	TN	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2014	2014
Hungary	High-income economies	315	Hungary	HU	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2017	2017
Peru	Upper-middle-income economies	413689	Peru	PE	Agricultural Use	5157	Urea	4001	tonnes	2017	2017
Viet Nam	Lower-middle-income economies	731804	Viet Nam	VN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2005	2005
Poland	High-income economies	11805	Poland	PL	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Kenya	Lower-middle-income economies	2298	Kenya	KE	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2004	2004
France	High-income economies	2303062	France	FR	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2013	2013
Portugal	High-income economies	2093.97	Portugal	PT	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2008	2008
Guatemala	Upper-middle-income economies	2048	Guatemala	GT	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2003	2003
Burkina Faso	Low income economies	4	Burkina Faso	BF	Agricultural Use	5157	Other NP compounds	4024	tonnes	2011	2011
Pakistan	Lower-middle-income economies	112905	Pakistan	PK	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Zambia	Lower-middle-income economies	76002	Zambia	ZM	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2003	2003
Burundi	Low income economies	1299	Burundi	BI	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2009	2009
Estonia	High-income economies	46	Estonia	EE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2009	2009
Switzerland	High-income economies	1896	Switzerland	CH	Agricultural Use	5157	"Other phosphatic fertilizers, n.e.c."	4014	tonnes	2014	2014
Ecuador	Upper-middle-income economies	6530.28	Ecuador	EC	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Myanmar	Lower-middle-income economies	222	Myanmar	MM	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Saint Kitts and Nevis	High-income economies	20	Saint Kitts and Nevis	KN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2009	2009
Switzerland	High-income economies	62953	Switzerland	CH	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2005	2005
Peru	Upper-middle-income economies	123854	Peru	PE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2003	2003
Malawi	Low income economies	255	Malawi	MW	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2009	2009
Barbados	High-income economies	2	Barbados	BB	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Barbados	High-income economies	2	Barbados	BB	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2004	2004
Venezuela (Bolivarian Republic of)	Upper-middle-income economies	447632.5	Venezuela (Bolivarian Republic of)	VE	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Madagascar	Low income economies	1137	Madagascar	MG	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2008	2008
Nicaragua	Lower-middle-income economies	863.13	Nicaragua	NI	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2008	2008
Iran (Islamic Republic of)	Upper-middle-income economies	67382	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
United Kingdom of Great Britain and Northern Ireland	High-income economies	1380200	United Kingdom of Great Britain and Northern Ireland	GB	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2004	2004
Indonesia	Lower-middle-income economies	504960	Indonesia	ID	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
Côte d'Ivoire	Lower-middle-income economies	91783	C?te d'Ivoire	CI	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Sweden	High-income economies	7856	Sweden	SE	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2015	2015
Argentina	High-income economies	9876	Argentina	AR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2011	2011
Slovakia	High-income economies	87167	Slovakia	SK	Agricultural Use	5157	Urea	4001	tonnes	2016	2016
Iraq	Upper-middle-income economies	214443	Iraq	IQ	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Hungary	High-income economies	24723	Hungary	HU	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2008	2008
Ghana	Lower-middle-income economies	258	Ghana	GH	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2013	2013
Kenya	Lower-middle-income economies	21082	Kenya	KE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Iraq	Upper-middle-income economies	23205	Iraq	IQ	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2015	2015
Greece	High-income economies	121218	Greece	GR	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Mauritius	Upper-middle-income economies	4540	Mauritius	MU	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Tunisia	Lower-middle-income economies	12526.87	Tunisia	TN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Portugal	High-income economies	189728.38	Portugal	PT	Agricultural Use	5157	Other NP compounds	4024	tonnes	2008	2008
